Legacy_Customer_ID,Age,Employment_Type,Education_Level,Annual_Income($),Credit_Score,Region,Account_Type,Customer_Feedback,CLV_Score,Complaint_Count,Contact_Preference,Subscription_Tier,Target
nan,35.0,Salaried,Bachelor,162039.22,717.4018410995063,West Coast,Savings,Technical support was unavailable,13.0,1,Email,Enterprise,0
nan,28.0,Salaried,,22818.65,672.6844377137566,Northeast,Joint,Loyalty program privileges are profitable,26.2,1,Phone,Premium,1
nan,61.0,Self-Employed,High School,77808.5,,West Coast,Joint,Delivery was deferred by 3 days,,1,Email,Basic,0
nan,42.0,Salaried,,164655.04,703.2824086843025,Northeast,Joint,Delivery was late by 3 days affecting my schedule,45.2,2,App,Basic,0
nan,35.0,Salaried,High School,44665.43,713.2768672239828,Midwest,Joint,Website UI/UX needs improvement,36.1,2,Email,Premium,0
nan,28.0,Freelancer,Bachelor,228672.24,714.9632868534984,Northeast,Savings,Website user experience needs improvement,60.6,0,Email,Premium,0
nan,35.0,Freelancer,Bachelor,198289.95,735.1285167467892,Northeast,Joint,Website user experience needs improvement,19.6,0,Text,Basic,1
nan,61.0,Freelancer,Bachelor,19835.85,720.6502381991655,Northeast,Checking,Technical support was ignoring,39.1,0,Email,Basic,1
nan,35.0,Salaried,Associate,25475.11,717.8363405519442,Southwest,Savings,Loyalty program privileges are profitable,19.4,1,App,Basic,1
nan,,Self-Employed,Bachelor,16914.16,694.0799012372611,Midwest,Checking,Technical support was unavailable,25.5,0,Phone,Basic,0
nan,,Salaried,Master,18549.01,641.2635313328954,Northeast,Joint,Product grade outdid anticipations,5.1,0,Phone,Basic,0
ID_XXXX,28.0,Salaried,nan,202679.85,664.0724520229072,Midwest,Joint,Product caliber transcended forecasts,16.2,0,Email,Basic,0
nan,28.0,Self-Employed,Master,227430.2,755.9239869340323,West Coast,Joint,Technical support was ignoring,48.6,0,Phone,Basic,1
nan,61.0,Salaried,Bachelor,4529.85,704.7090268336851,West Coast,Savings,Product standard transcended predictions,25.3,1,Email,Basic,0
nan,35.0,Salaried,High School,76536.18,686.7995111138761,Southwest,Checking,Return process was problematic that needs resolution,,0,Phone,Premium,1
nan,28.0,Freelancer,,70604.76,649.7135927790978,West Coast,Checking,Technical support was negligent,52.3,0,Email,Basic,0
nan,35.0,Salaried,nan,42091.53,634.0176429954824,Midwest,Savings,Return process was convoluted,42.4,0,Email,Basic,0
nan,42.0,nan,,84902.33,684.8396559935901,Midwest,Joint,Loyalty program perks are worthwhile,60.5,0,Email,Premium,1
ID_XXXX,50.0,Self-Employed,High School,250276.35,764.4026427022628,Midwest,Joint,Return process was convoluted,32.3,0,Text,Basic,0
ID_XXXX,28.0,nan,High School,15864.12,692.146490318884,Midwest,Savings,Delivery was deferred by 3 days,22.4,0,Phone,Basic,1
nan,28.0,Salaried,Master,10905.54,740.0242762620724,Midwest,Checking,Product caliber transcended predictions,22.9,0,Phone,Basic,1
nan,,Self-Employed,Associate,2886.66,689.8470085301021,Southwest,Checking,Delivery was late by 3 days affecting my schedule,32.7,0,Email,Basic,0
ID_XXXX,50.0,Salaried,High School,38445.05,751.9433348014425,Northeast,Checking,Loyalty program perks are worthwhile,41.7,1,Email,Basic,0
nan,42.0,Unemployed,PhD,35013.94,702.4124599095666,West Coast,Checking,Return process was problematic that needs resolution,27.4,1,Email,Basic,0
nan,50.0,Salaried,Bachelor,47902.43,658.4057877224752,Midwest,Joint,Website layout needs improvement,,0,Email,Basic,1
nan,42.0,Salaried,Associate,59482.09,706.5523466050278,West Coast,Joint,Product grade outdid anticipations,34.7,0,Text,Basic,0
nan,50.0,Unemployed,Associate,120537.69,811.7000209140203,Southwest,Savings,Highly recommend this service without hesitation,44.6,1,Email,Premium,1
nan,35.0,Salaried,High School,42310.19,809.4942157775428,Southwest,Savings,Technical support was delayed causing inconvenience,14.5,0,Email,Premium,1
nan,35.0,Salaried,Associate,34118.41,744.3266651389682,Northeast,Savings,Return process was problematic,9.2,1,Text,Basic,1
nan,50.0,Salaried,Associate,149069.89,713.1470592293149,Southwest,Joint,Return process was problematic,45.2,0,App,Basic,0
nan,42.0,Freelancer,Bachelor,161140.06,735.1950901047542,Northeast,Joint,Billing difficulties caused frustration,13.6,1,Phone,Basic,1
nan,,Salaried,Master,22521.89,735.8426169366645,Midwest,Joint,Product grade beat anticipations,8.2,0,Email,Premium,1
nan,35.0,Self-Employed,Bachelor,32117.88,718.0056623816449,Southwest,Savings,Return process was problematic,20.3,3,Email,Basic,0
nan,,Salaried,High School,148208.93,742.0472009961309,West Coast,Joint,Billing challenges caused frustration,21.2,0,Email,Basic,0
nan,,Self-Employed,,7032.78,730.4113431076781,Southwest,Checking,Excellent customer service experience,55.1,0,Phone,Premium,1
nan,35.0,Freelancer,Master,33515.32,704.2013807317843,Southwest,Joint,Loyalty program incentives are beneficial,41.8,0,Email,Basic,0
ID_XXXX,50.0,Self-Employed,High School,50561.54,660.2371600308179,Midwest,Checking,Product standard transcended predictions,51.6,1,Email,Basic,1
ID_XXXX,42.0,Self-Employed,High School,17604.54,696.9970378889917,Northeast,Checking,Product grade outdid anticipations,26.2,0,Email,Basic,0
nan,,Salaried,Bachelor,16859.44,759.9759424536799,Northeast,Checking,Loyalty program advantages are profitable,23.3,0,Phone,Premium,0
nan,42.0,Salaried,,47017.36,718.4268887752318,Southwest,Joint,Highly recommend this service,23.5,2,Email,Basic,1
nan,50.0,Salaried,High School,119386.48,735.0143445793752,West Coast,Savings,Delivery was late by 3 days,14.1,0,Email,Basic,0
nan,42.0,Self-Employed,Master,155893.29,705.8492236147794,Southwest,Checking,Product caliber outdid anticipations,14.1,0,Phone,Premium,0
ID_XXXX,35.0,Self-Employed,Bachelor,329331.72,667.0201247494688,West Coast,Checking,Website user experience needs improvement,24.8,0,Email,Basic,0
nan,28.0,nan,nan,6533.42,708.0685142564089,Midwest,Joint,Product caliber transcended predictions,,1,Email,Basic,0
nan,42.0,Salaried,High School,20758.43,668.8772049625325,Midwest,Joint,Billing problems caused frustration requiring immediate attention,47.3,1,Email,Premium,0
nan,50.0,Self-Employed,Master,120119.6,665.6855413198224,Northeast,Checking,Delivery was postponed by 3 days,45.6,0,Phone,Basic,0
nan,50.0,Self-Employed,High School,66115.65,780.2818304434704,West Coast,Savings,Technical support was negligent,22.6,0,Text,Basic,1
nan,50.0,Self-Employed,Bachelor,33746.74,698.9956997532892,Southwest,Joint,Return process was difficult,7.9,0,Text,Premium,0
nan,35.0,Unemployed,Bachelor,19563.19,682.9257637269983,Southwest,Checking,Excellent customer service experience,54.4,0,Phone,Basic,1
nan,42.0,Salaried,Associate,27979.24,,Southwest,Savings,Highly recommend this service to colleagues,15.0,0,App,Basic,0
nan,28.0,Salaried,Master,47674.14,760.7492517702121,Southwest,Joint,Website design needs improvement,30.3,0,Email,Enterprise,1
nan,61.0,Freelancer,High School,16573.54,701.4245387249081,Midwest,Savings,Product caliber surpassed hopes,12.8,1,Phone,Basic,0
nan,,Salaried,Bachelor,283095.28,741.3818162776184,West Coast,Checking,Loyalty program advantages are worthwhile,47.7,0,Phone,Basic,1
nan,42.0,Salaried,High School,9675.37,708.2105840869649,Midwest,Savings,Loyalty program advantages are profitable,24.4,1,Email,Basic,0
nan,28.0,Salaried,Master,360311.71,685.36601603602,West Coast,Checking,Product caliber transcended predictions,32.9,0,Email,Basic,0
nan,28.0,Salaried,High School,156781.23,743.7345612242502,Northeast,Joint,Highly recommend this service,30.3,1,App,Basic,0
nan,50.0,Freelancer,Master,46764.94,703.7849057339898,West Coast,Checking,Loyalty program privileges are worthwhile,6.3,2,Phone,Premium,0
nan,50.0,Salaried,Master,114441.24,723.7749004499701,Southwest,Checking,Website layout needs improvement,1.5,1,Email,Premium,0
ID_XXXX,50.0,Self-Employed,Master,94627.51,771.0681617449836,Midwest,Joint,Billing difficulties caused frustration,37.8,0,Phone,Premium,0
nan,35.0,Self-Employed,High School,20390.79,765.5606551897688,Southwest,Checking,Return process was overly complex,,0,Phone,Basic,1
nan,50.0,Self-Employed,Bachelor,35199.14,692.4953354071962,West Coast,Savings,Delivery was postponed by 3 days,41.5,1,App,Basic,0
nan,50.0,nan,High School,61178.14,744.3015801143544,West Coast,Joint,Product grade outdid anticipations,21.2,0,Phone,Basic,0
nan,35.0,Salaried,Master,86332.86,663.6071876927122,Northeast,Savings,Technical support was ignoring,11.9,0,Phone,Premium,1
nan,42.0,nan,Master,66541.58,742.5207080657852,West Coast,Joint,Loyalty program perks are worthwhile,,0,App,Basic,1
nan,28.0,Self-Employed,Bachelor,54445.13,,West Coast,Checking,Billing problems caused frustration requiring immediate attention,76.2,0,Phone,Premium,0
nan,42.0,Freelancer,Master,49764.39,738.9489681181715,Southwest,Savings,Delivery was pushed back by 3 days,26.9,2,App,Basic,0
nan,61.0,Self-Employed,High School,58622.99,705.1277622677884,West Coast,Joint,Website design needs improvement,41.8,1,Email,Basic,0
nan,42.0,Self-Employed,Bachelor,48431.51,824.2035636826245,West Coast,Savings,Loyalty program advantages are worthwhile,21.4,0,Phone,Basic,1
nan,61.0,Unemployed,High School,66251.08,674.9350146189843,Midwest,Joint,Return process was problematic that needs resolution,,0,Phone,Basic,1
nan,42.0,Unemployed,,186075.64,768.577585548423,Midwest,Joint,Loyalty program advantages are profitable,17.6,2,Phone,Enterprise,0
nan,28.0,Salaried,PhD,85163.92,668.4150840115834,Northeast,Savings,Loyalty program incentives are beneficial,25.3,1,Email,Basic,1
nan,42.0,Salaried,Master,109001.45,745.217208731466,Northeast,Savings,Return process was problematic that needs resolution,20.8,2,App,Basic,1
nan,42.0,Self-Employed,nan,77351.55,748.7894988625891,Southwest,Savings,Technical support was unavailable,28.5,1,Email,Basic,0
ID_XXXX,35.0,nan,Associate,87555.87,722.7487935781143,Southwest,Savings,Product caliber transcended forecasts,29.0,0,Email,Premium,1
nan,28.0,Salaried,nan,73404.24,695.2337794728148,Midwest,Joint,Return process was difficult,,1,Phone,Basic,0
nan,42.0,Freelancer,Associate,2314.89,727.056744537265,Midwest,Savings,Loyalty program incentives are useful,31.1,2,Phone,Premium,0
nan,28.0,Freelancer,Master,664700.82,733.3505166715087,Midwest,Savings,Return process was confusing,17.7,0,Email,Premium,0
nan,28.0,Freelancer,Master,2905.9,809.4968243153141,Northeast,Savings,Website design needs improvement,17.0,1,Text,Basic,0
nan,42.0,Self-Employed,High School,42735.58,,Northeast,Savings,Website layout needs improvement,,1,Email,Enterprise,0
nan,35.0,Self-Employed,Associate,9440.17,692.2043251842999,West Coast,Savings,Delivery was late by 3 days,15.5,0,Email,Basic,1
nan,,nan,High School,8666.05,,Northeast,Savings,Product grade surpassed hopes,45.0,0,Email,Enterprise,0
ID_XXXX,35.0,Freelancer,nan,134094.76,707.1973104802374,West Coast,Checking,Website user experience needs improvement,2.6,0,App,Basic,0
nan,50.0,Freelancer,High School,47174.71,714.99794811347,Southwest,Checking,Delivery was held up by 3 days,,2,Email,Premium,0
nan,42.0,Salaried,Bachelor,137287.56,773.517591768188,Northeast,Joint,Return process was problematic,34.4,1,Email,Basic,1
ID_XXXX,50.0,Freelancer,Master,27075.49,578.9866748285383,Southwest,Savings,Website UI/UX needs improvement,42.2,1,Phone,Premium,0
nan,35.0,Salaried,High School,25188.6,690.1025327491094,West Coast,Savings,Delivery was postponed by 3 days,27.8,0,Email,Enterprise,0
nan,,Salaried,Associate,24592.65,632.8815386874376,Southwest,Joint,Highly recommend this service,44.8,1,App,Enterprise,0
nan,42.0,Freelancer,Bachelor,81386.82,660.2091781547965,Southwest,Savings,Loyalty program advantages are worthwhile,9.8,1,Text,Basic,0
nan,61.0,Self-Employed,,143428.67,840.2312246036236,Northeast,Savings,Billing concerns caused frustration,20.9,2,Email,Basic,1
nan,35.0,Freelancer,Master,51166.29,749.9084066976378,West Coast,Savings,Website user experience needs improvement,22.5,3,Phone,Premium,1
ID_XXXX,28.0,Salaried,High School,40530.13,767.5782462529052,West Coast,Checking,Website user experience needs improvement,24.7,1,Email,Premium,0
nan,50.0,Self-Employed,High School,308857.45,715.9735175106784,Midwest,Savings,Product standard transcended predictions,37.1,2,Email,Basic,1
nan,28.0,Self-Employed,Bachelor,10552.88,757.9356912415955,Northeast,Checking,Billing difficulties caused frustration,4.1,4,Email,Premium,1
nan,42.0,Self-Employed,Associate,56674.91,,Northeast,Savings,Loyalty program privileges are worthwhile,44.0,0,Phone,Basic,1
nan,28.0,Salaried,nan,44631.2,771.9149205884801,West Coast,Savings,Return process was difficult,37.1,1,Phone,Basic,0
ID_XXXX,50.0,Freelancer,PhD,8778.9,679.007794072005,Northeast,Joint,Delivery was postponed by 3 days,8.5,1,Phone,Basic,0
nan,,Unemployed,Associate,26541.12,693.4342090337043,Southwest,Joint,Website UI/UX needs improvement,5.6,1,Email,Basic,0
nan,42.0,Salaried,Associate,2452.55,745.2575535227326,Midwest,Savings,Delivery was late by 3 days,66.8,0,Email,Basic,1
nan,61.0,Salaried,Associate,178091.95,735.8223379291107,West Coast,Savings,Competitive pricing compared to others,40.6,1,Text,Premium,0
nan,42.0,Freelancer,High School,79569.32,724.2310024196775,Northeast,Savings,Loyalty program privileges are worthwhile,13.0,0,Email,Basic,0
nan,42.0,Freelancer,Bachelor,143437.45,651.8451923209841,Northeast,Checking,Technical support was unavailable,20.8,0,Phone,Premium,0
nan,,Freelancer,Master,62663.09,724.9906834410821,Southwest,Savings,Competitive pricing compared to others,11.5,1,Phone,Enterprise,1
nan,61.0,Freelancer,Associate,77780.61,768.0280676741614,Northeast,Joint,Product grade surpassed hopes,37.2,0,Email,Basic,0
nan,50.0,Salaried,High School,102580.14,693.3756451950103,Northeast,Checking,Delivery was late by 3 days,55.2,1,Text,Premium,1
nan,35.0,Salaried,,202817.91,785.7468522670148,Southwest,Savings,Product grade outdid anticipations,43.4,1,Phone,Basic,1
nan,42.0,Salaried,High School,8180.2,676.3654032042996,Northeast,Checking,Billing challenges caused frustration,20.7,0,Phone,Basic,0
nan,35.0,Salaried,Master,34161.0,720.3273945859187,Midwest,Checking,Technical support was negligent,41.8,0,Email,Premium,1
nan,42.0,Freelancer,Bachelor,104934.37,796.7663866688306,Southwest,Checking,Highly recommend this service to colleagues,37.0,3,Phone,Premium,0
nan,42.0,Salaried,Associate,270169.73,685.9300043650195,West Coast,Checking,Product standard transcended predictions,50.2,0,Text,Enterprise,1
nan,61.0,nan,Associate,336024.72,772.6992741688537,Midwest,Savings,Billing difficulties caused frustration,31.4,0,Phone,Premium,0
ID_XXXX,61.0,Unemployed,nan,86393.63,818.7326181110905,Northeast,Joint,Technical support was ignoring,38.2,2,Phone,Premium,1
nan,42.0,Unemployed,High School,18289.75,728.5522034462075,Southwest,Checking,Technical support was ignoring,33.5,1,Phone,Premium,1
nan,28.0,nan,PhD,10789.46,693.6491506308347,Southwest,Joint,Billing concerns caused frustration,21.3,2,App,Basic,1
nan,61.0,Self-Employed,Associate,248164.28,681.3630598524988,Northeast,Checking,Loyalty program privileges are profitable,35.3,0,Email,Basic,1
nan,28.0,Unemployed,PhD,48367.84,785.2301351673663,West Coast,Joint,Delivery was deferred by 3 days,59.0,1,Phone,Basic,0
ID_XXXX,50.0,Salaried,Master,18418.18,783.8347099669825,Midwest,Checking,Website design needs improvement,18.4,0,Phone,Basic,1
nan,28.0,Salaried,High School,230900.23,792.4654561434338,Northeast,Checking,Product caliber surpassed hopes,48.0,0,Phone,Premium,1
nan,35.0,Freelancer,Master,9384.01,718.3580824672026,West Coast,Savings,Return process was problematic,5.8,0,Email,Basic,0
ID_XXXX,,Salaried,Bachelor,111158.41,771.8903470763553,Southwest,Savings,Technical support was ignoring,61.1,1,Text,Basic,0
nan,28.0,nan,High School,83430.13,,Southwest,Checking,Billing difficulties caused frustration,23.8,2,App,Basic,1
nan,42.0,Freelancer,High School,7805.07,675.8472439195821,Southwest,Joint,Loyalty program perks are worthwhile,33.0,3,Phone,Premium,1
nan,35.0,Freelancer,Bachelor,35157.83,776.2088392556177,Northeast,Savings,Billing setbacks caused frustration,22.7,0,Phone,Premium,1
nan,,Salaried,Bachelor,13807.18,801.6935139139102,West Coast,Savings,Delivery was postponed by 3 days,7.2,0,Email,Basic,0
nan,61.0,Freelancer,,78846.08,668.969901360934,Northeast,Savings,Loyalty program incentives are beneficial,,1,Email,Basic,1
nan,35.0,Salaried,Master,55113.15,668.0284518549665,Northeast,Savings,Excellent customer service experience,43.1,2,Phone,Enterprise,0
nan,28.0,Unemployed,,364.16,721.9990967115062,Midwest,Checking,Website design needs improvement,,0,Phone,Enterprise,1
ID_XXXX,50.0,Salaried,Master,316005.68,767.80643028705,Midwest,Joint,Delivery was postponed by 3 days,51.7,0,Email,Premium,0
nan,35.0,Freelancer,,36562.25,,Midwest,Savings,Product standard transcended forecasts,44.4,2,Email,Basic,1
nan,50.0,Salaried,High School,25387.93,731.3507868477953,West Coast,Savings,Product standard transcended forecasts,53.6,0,Email,Basic,1
nan,28.0,Salaried,nan,21385.85,690.4786522970124,Southwest,Joint,Return process was problematic,19.5,0,Phone,Basic,0
nan,28.0,Self-Employed,High School,14700.3,755.0414549912501,Midwest,Savings,Delivery was deferred by 3 days,46.9,0,Email,Premium,1
nan,50.0,Salaried,Associate,599690.66,680.1056589252055,Southwest,Joint,Billing difficulties caused frustration,17.7,1,Email,Premium,0
ID_XXXX,35.0,Freelancer,Master,29725.58,758.5901500137089,West Coast,Checking,Technical support was unavailable,10.3,3,Email,Premium,1
nan,61.0,Salaried,,44204.87,712.0892594591146,Midwest,Savings,Product grade surpassed hopes,41.1,2,Text,Basic,1
nan,28.0,Salaried,High School,174309.99,,Midwest,Joint,Highly recommend this service without hesitation,24.4,0,Email,Basic,0
nan,35.0,Self-Employed,,87287.19,,Southwest,Savings,Loyalty program privileges are profitable,52.8,0,Phone,Premium,1
nan,,Salaried,Bachelor,39097.05,623.1013342755824,Northeast,Checking,Technical support was ignoring,22.5,2,Email,Basic,1
ID_XXXX,42.0,Salaried,,194310.65,692.0452713947531,West Coast,Joint,Loyalty program perks are worthwhile,32.8,0,Phone,Basic,0
nan,50.0,Unemployed,Bachelor,117741.3,736.870053516233,West Coast,Joint,Website UI/UX needs improvement,20.2,1,Phone,Basic,0
ID_XXXX,28.0,Salaried,Bachelor,21984.56,631.4122610484053,Midwest,Joint,Return process was confusing,23.2,0,Email,Premium,1
nan,50.0,Salaried,Associate,87727.79,591.4431573447295,West Coast,Savings,Technical support was unavailable,53.6,1,Email,Premium,1
nan,50.0,Salaried,High School,217274.32,603.0316340093416,Southwest,Joint,Product caliber transcended predictions,42.8,0,Phone,Basic,1
nan,35.0,Self-Employed,,58317.98,786.3564277750185,Northeast,Joint,Delivery was deferred by 3 days,,2,Email,Basic,1
nan,61.0,Self-Employed,High School,112438.25,716.1620493618635,Northeast,Joint,Product grade beat anticipations,58.2,2,Email,Premium,0
nan,50.0,Salaried,Associate,301243.68,693.3767302996406,West Coast,Checking,Delivery was late by 3 days,35.6,0,Text,Enterprise,1
nan,35.0,Freelancer,High School,99664.18,767.2577367833414,Northeast,Joint,Technical support was delayed affecting my schedule,28.5,0,Phone,Enterprise,0
nan,42.0,Salaried,High School,9186.28,699.7775158765445,Southwest,Joint,Return process was problematic,24.0,2,Email,Basic,0
nan,42.0,Self-Employed,,23838.62,733.4230949933366,Midwest,Joint,Delivery was postponed by 3 days,25.9,1,Phone,Basic,0
nan,28.0,Salaried,PhD,76849.04,721.2877675461632,Midwest,Checking,Return process was problematic that needs resolution,14.5,0,App,Basic,0
nan,42.0,Freelancer,nan,27399.8,696.4500289623511,West Coast,Joint,Return process was convoluted,34.9,1,Email,Basic,0
ID_XXXX,35.0,nan,Bachelor,268534.8,734.7072941944552,West Coast,Savings,Highly recommend this service,19.9,0,App,Basic,0
nan,42.0,Self-Employed,High School,44181.78,758.6630610710072,West Coast,Joint,Website UI/UX needs improvement,35.8,0,Phone,Premium,1
nan,50.0,nan,Master,51940.98,710.7546691491506,Midwest,Savings,Billing challenges caused frustration,8.4,4,Phone,Basic,0
nan,42.0,Salaried,High School,102792.83,696.9722213422692,West Coast,Checking,Delivery was held up by 3 days,15.8,1,App,Basic,0
nan,,Salaried,Bachelor,63143.29,,Northeast,Checking,Highly recommend this service to colleagues,29.6,1,Email,Premium,0
nan,35.0,Salaried,Master,40927.76,605.1043733607135,Midwest,Joint,Product caliber surpassed hopes,67.0,0,Email,Premium,0
nan,42.0,Salaried,Master,6777.37,734.1529773254456,Southwest,Joint,Competitive pricing compared to others,24.7,0,Email,Premium,0
nan,50.0,Salaried,nan,77132.74,659.5444355505724,West Coast,Checking,Competitive pricing compared to others,42.0,0,Phone,Enterprise,0
ID_XXXX,42.0,Salaried,Master,171851.03,751.4859362059462,Midwest,Checking,Loyalty program advantages are worthwhile,27.0,1,Email,Basic,1
nan,42.0,Self-Employed,Bachelor,98396.51,715.4787949662353,West Coast,Checking,Product excellence surpassed forecasts,38.5,1,Email,Premium,1
nan,28.0,Salaried,High School,40838.25,725.256054826522,Midwest,Savings,Billing difficulties caused frustration,32.6,2,Phone,Basic,1
nan,35.0,Salaried,nan,11615.4,755.0164585303102,Midwest,Savings,Delivery was postponed by 3 days,47.3,0,Email,Basic,0
nan,35.0,Salaried,High School,144046.03,673.6738116829532,Midwest,Joint,Technical support was negligent,23.0,2,Email,Basic,0
nan,,Unemployed,nan,241653.56,738.4624221675479,Southwest,Savings,Delivery was postponed by 3 days,25.3,0,Email,Basic,1
nan,35.0,Salaried,Associate,41774.88,733.3810526281333,Midwest,Checking,Loyalty program privileges are profitable,7.7,0,Text,Basic,0
nan,61.0,Freelancer,High School,110866.94,,Northeast,Joint,Delivery was deferred by 3 days,10.1,0,App,Basic,0
nan,50.0,Freelancer,Master,44958.84,,West Coast,Savings,Product standard transcended forecasts,17.0,0,Phone,Premium,0
nan,35.0,Self-Employed,High School,59303.77,749.7619182027582,West Coast,Joint,Technical support was unavailable,31.0,0,Email,Basic,0
nan,42.0,Salaried,Master,153917.82,755.1727272209658,West Coast,Savings,Loyalty program advantages are worthwhile,38.2,0,Email,Basic,0
nan,61.0,Salaried,High School,7404.41,725.6801012988942,Midwest,Joint,Loyalty program advantages are profitable,33.3,0,Email,Premium,0
nan,61.0,Self-Employed,PhD,64237.59,666.4848792142677,West Coast,Checking,Technical support was ignoring,23.4,1,Text,Basic,0
ID_XXXX,28.0,Salaried,Bachelor,20534.98,,Northeast,Checking,Return process was convoluted,60.5,1,Phone,Basic,0
nan,35.0,Salaried,Bachelor,35293.82,716.9833638789967,Northeast,Checking,Loyalty program privileges are worthwhile,,0,Email,Basic,1
nan,35.0,Salaried,Associate,87892.54,754.4247274991046,Northeast,Savings,Product grade outdid anticipations,71.8,0,Email,Basic,1
nan,28.0,Unemployed,High School,2346.51,640.8255299443442,Southwest,Joint,Return process was difficult,6.2,0,Phone,Basic,1
nan,42.0,Self-Employed,Master,76582.57,691.8098267847812,Northeast,Joint,Technical support was delayed affecting my schedule,11.5,1,Phone,Premium,1
nan,61.0,Freelancer,High School,28330.2,699.8663720028899,Northeast,Joint,Technical support was delayed affecting my schedule,11.6,0,App,Enterprise,1
nan,35.0,Self-Employed,Associate,94103.61,715.8389210298485,West Coast,Savings,Website navigation needs improvement,25.2,0,Email,Premium,0
nan,50.0,Unemployed,Bachelor,12976.39,654.9337357987577,Midwest,Checking,Technical support was delayed causing inconvenience,43.6,0,Text,Basic,0
nan,50.0,Self-Employed,,113142.89,709.1233610813333,West Coast,Checking,Billing concerns caused frustration,53.8,1,Email,Basic,0
nan,35.0,Self-Employed,High School,88182.5,704.4758217843705,Southwest,Joint,Loyalty program perks are worthwhile,19.8,0,Email,Basic,1
nan,28.0,nan,High School,301650.85,668.1204064255172,Southwest,Joint,Product caliber transcended predictions,3.3,0,Email,Basic,1
ID_XXXX,50.0,Freelancer,High School,205850.19,714.1016207915658,Southwest,Savings,Product caliber outdid anticipations,45.1,1,Email,Basic,0
nan,61.0,Salaried,PhD,28313.66,692.9415451607249,Northeast,Joint,Loyalty program advantages are profitable,27.8,0,Email,Basic,1
nan,50.0,Salaried,,2354.21,744.7793071254854,Northeast,Joint,Return process was problematic,4.3,1,Email,Premium,0
nan,28.0,Freelancer,nan,90548.78,675.7336219497831,Northeast,Savings,Billing setbacks caused frustration,5.6,0,Text,Basic,1
nan,35.0,Unemployed,High School,78500.51,724.4917061064227,Midwest,Joint,Return process was problematic,50.9,1,Email,Premium,0
nan,28.0,Self-Employed,High School,2364.02,679.5805581385366,West Coast,Checking,Product caliber surpassed hopes,42.3,1,Email,Premium,0
nan,42.0,Self-Employed,Bachelor,11124.86,690.0122880920594,Northeast,Savings,Product caliber outdid anticipations,22.9,0,Email,Enterprise,0
ID_XXXX,50.0,Freelancer,High School,74694.45,734.8645813852703,Southwest,Checking,Delivery was deferred by 3 days,,1,App,Enterprise,0
nan,28.0,Self-Employed,Bachelor,206418.89,731.7358866421077,Midwest,Joint,Product caliber transcended predictions,19.9,2,Email,Premium,0
nan,61.0,Freelancer,PhD,201432.73,699.148890871082,Midwest,Joint,Return process was convoluted,42.6,1,Email,Basic,0
nan,42.0,Salaried,High School,13962.74,706.5294690833666,Southwest,Savings,Technical support was negligent,15.8,2,App,Basic,1
nan,50.0,nan,Master,41262.44,647.3196777445238,Northeast,Savings,Delivery was held up by 3 days,45.8,0,Phone,Basic,0
nan,,Freelancer,Associate,3753.93,790.138215529035,Midwest,Savings,Loyalty program advantages are profitable,19.8,0,Email,Basic,0
ID_XXXX,28.0,Freelancer,High School,53847.95,754.3728198939014,Southwest,Savings,Loyalty program advantages are worthwhile,22.8,0,Email,Basic,1
ID_XXXX,,Salaried,High School,118889.92,752.5724025435553,Northeast,Joint,Loyalty program privileges are profitable,32.4,0,Email,Premium,1
nan,28.0,Salaried,,132644.01,640.2483891521892,Midwest,Joint,Technical support was negligent,28.3,0,Phone,Basic,0
nan,35.0,Self-Employed,,58745.89,690.2255003755357,Midwest,Checking,Website navigation needs improvement,12.5,1,Phone,Premium,0
nan,61.0,Freelancer,PhD,8566.45,703.2726985538188,West Coast,Checking,Return process was overly complex,7.5,0,Email,Basic,0
nan,,Freelancer,Bachelor,40820.25,623.4469253982994,West Coast,Savings,Product standard transcended predictions,12.4,1,Text,Premium,0
nan,42.0,Salaried,High School,228628.59,764.4975048038043,Midwest,Joint,Technical support was unavailable,32.8,2,Email,Basic,1
nan,42.0,Freelancer,Associate,22173.25,792.6942244274068,Midwest,Savings,Loyalty program advantages are profitable,5.6,0,Email,Basic,0
nan,50.0,Unemployed,,32750.62,823.0967478001807,Midwest,Savings,Website user experience needs improvement,16.1,0,Email,Basic,0
nan,61.0,Salaried,Master,116763.05,667.7058086241132,West Coast,Savings,Return process was problematic that needs resolution,24.5,0,Email,Basic,1
nan,28.0,Self-Employed,Associate,112428.16,725.8661748417137,Northeast,Savings,Return process was problematic,33.4,3,Email,Basic,0
ID_XXXX,61.0,Freelancer,PhD,206781.19,786.140913457521,West Coast,Savings,Loyalty program incentives are useful,6.5,3,App,Enterprise,0
nan,42.0,Self-Employed,High School,41753.44,707.3190760526523,Southwest,Joint,Return process was problematic,5.1,0,Email,Basic,0
nan,42.0,Freelancer,nan,61436.25,691.6506043078662,Midwest,Checking,Website design needs improvement,,0,Phone,Basic,1
nan,42.0,Self-Employed,Master,53547.49,626.6991163227755,Southwest,Savings,Loyalty program incentives are advantageous,15.7,0,Email,Basic,0
nan,42.0,nan,Master,223350.51,776.6311228885875,Southwest,Joint,Delivery was postponed by 3 days,9.2,0,Email,Premium,1
nan,,Salaried,Master,124675.43,719.0369621963317,Southwest,Savings,Product grade surpassed hopes,25.2,2,Phone,Basic,0
nan,42.0,Self-Employed,Bachelor,151340.3,683.5329070518469,West Coast,Joint,Product grade outdid anticipations,36.8,0,Phone,Basic,0
